,CSK,SEN,IoU,geometry
50,1281464,S1B_IW_SLC__1SDV_20200206T180859_20200206T180929_020152_026258_5092,0.0,"MULTIPOLYGON (((-3.6716 34.087799, -4.095698000000001 35.884346, -1.322945 36.282375, -0.96193 34.487801, -3.6716 34.087799)), ((-3.420715 36.910255, -3.875486 36.981091, -3.764364 37.437473, -3.318358 37.368431, -3.420715 36.910255)))"
51,1292676,S1B_IW_SLC__1SDV_20200226T060227_20200226T060254_020436_026B88_23E4,0.0,"MULTIPOLYGON (((0.8427870000000001 33.78185999999999, -1.920808 34.191307, -1.596242 35.813297, 1.224619 35.405762, 0.8427870000000001 33.78185999999999)), ((-5.68337 35.885551, -5.79471 36.344036, -5.345971 36.413883, -5.24 35.95496, -5.68337 35.885551)))"
52,1292676,S1B_IW_SLC__1SDV_20200226T060202_20200226T060229_020436_026B88_E049,0.0,"MULTIPOLYGON (((1.202914 35.274712, -1.617077 35.683128, -1.289448 37.304653, 1.592217 36.897896, 1.202914 35.274712)), ((-5.68337 35.885551, -5.79471 36.344036, -5.345971 36.413883, -5.24 35.95496, -5.68337 35.885551)))"
53,1296492,S1B_IW_SLC__1SDV_20200303T175254_20200303T175321_020531_026E79_1A94,0.0,"MULTIPOLYGON (((0.106055 35.487179, -0.283517 37.108543, 2.577301 37.510994, 2.905268 35.89123499999999, 0.106055 35.487179)), ((-0.966436 37.771912, -1.423181 37.839352, -1.318866 38.292999, -0.8579909999999999 38.22533, -0.966436 37.771912)))"
54,1296492,S1B_IW_SLC__1SDV_20200303T175229_20200303T175256_020531_026E79_8C08,0.0,"MULTIPOLYGON (((0.486132 33.938183, 0.090765 35.618065, 2.888217 36.02076, 3.224484 34.342815, 0.486132 33.938183)), ((-0.966436 37.771912, -1.423181 37.839352, -1.318866 38.292999, -0.8579909999999999 38.22533, -0.966436 37.771912)))"
55,1307426,S1A_IW_SLC__1SDV_20200319T181023_20200319T181050_031748_03A95C_6ACD,0.0,"MULTIPOLYGON (((-4.271389 36.63545999999999, -4.666821 38.256287, -1.797053 38.652721, -1.465906 37.033276, -4.271389 36.63545999999999)), ((-0.969675 37.773067, -1.426472 37.840252, -1.322207 38.293598, -0.862077 38.226257, -0.969675 37.773067)))"
56,1307426,S1A_IW_SLC__1SDV_20200319T180958_20200319T181025_031748_03A95C_A6F9,0.0,"MULTIPOLYGON (((-3.931194 35.140175, -4.319 36.761501, -1.501625 37.160515, -1.173746 35.540813, -3.931194 35.140175)), ((-0.969675 37.773067, -1.426472 37.840252, -1.322207 38.293598, -0.862077 38.226257, -0.969675 37.773067)))"
57,1307426,S1A_IW_SLC__1SDV_20200319T180933_20200319T181000_031748_03A95C_B9C0,0.0,"MULTIPOLYGON (((-3.567573 33.647396, -3.948032 35.269932, -1.191675 35.669357, -0.866833 34.048698, -3.567573 33.647396)), ((-0.969675 37.773067, -1.426472 37.840252, -1.322207 38.293598, -0.862077 38.226257, -0.969675 37.773067)))"
58,1310601,S1B_IW_SLC__1SDV_20200325T180926_20200325T180954_020852_0278AC_8D0D,0.04390520090043706,"MULTIPOLYGON (((-4.062665 35.747879, -4.467189 37.425846, -1.635823 37.822426, -1.295003 36.146034, -4.062665 35.747879)), ((-3.419198 36.911015, -3.872532 36.981571, -3.762433 37.436775, -3.315661 37.367657, -3.419198 36.911015)))"
59,1310601,S1B_IW_SLC__1SDV_20200325T180859_20200325T180928_020852_0278AC_8123,0.0,"MULTIPOLYGON (((-3.671265 34.087463, -4.095062 35.882908, -1.322389 36.280937, -0.9616170000000001 34.487465, -3.671265 34.087463)), ((-3.419198 36.911015, -3.872532 36.981571, -3.762433 37.436775, -3.315661 37.367657, -3.419198 36.911015)))"
60,1320774,S1A_IW_SLC__1SDV_20200410T182608_20200410T182635_032069_03B4B5_1A18,0.0,"MULTIPOLYGON (((-7.784533000000001 34.066841, -8.167086999999999 35.689423, -5.388787000000001 36.089436, -5.063144 34.468666, -7.784533000000001 34.066841)), ((-3.42213 36.909767, -3.876889 36.980621, -3.765327 37.438576, -3.321581 37.369797, -3.42213 36.909767)))"
61,1323986,S1B_IW_SLC__1SDV_20200414T060228_20200414T060255_021136_0281B6_F469,0.0,"MULTIPOLYGON (((0.8430780000000001 33.7822, -1.920468 34.191669, -1.59589 35.813663, 1.224908 35.406109, 0.8430780000000001 33.7822)), ((-5.69588 35.88393, -5.804991 36.341572, -5.359157 36.410995, -5.25253 35.953369, -5.69588 35.88393)))"
62,1323986,S1B_IW_SLC__1SDV_20200414T060203_20200414T060230_021136_0281B6_2F6C,0.0,"MULTIPOLYGON (((1.203134 35.274811, -1.616711 35.683239, -1.288868 37.305759, 1.592674 36.898991, 1.203134 35.274811)), ((-5.69588 35.88393, -5.804991 36.341572, -5.359157 36.410995, -5.25253 35.953369, -5.69588 35.88393)))"
63,1341087,S1B_IW_SLC__1SDV_20200512T180928_20200512T180956_021552_028EB1_2686,0.044088949291241034,"MULTIPOLYGON (((-4.061223 35.746853, -4.465909 37.425331, -1.634938 37.82190300000001, -1.293966 36.145, -4.061223 35.746853)), ((-3.406965 36.907398, -3.863149 36.978687, -3.74812 37.434853, -3.303692 37.365791, -3.406965 36.907398)))"
64,1341087,S1B_IW_SLC__1SDV_20200512T180901_20200512T180930_021552_028EB1_790C,0.0,"MULTIPOLYGON (((-3.669892 34.087044, -4.093675 35.882259, -1.32141 36.280281, -0.960635 34.487038, -3.669892 34.087044)), ((-3.406965 36.907398, -3.863149 36.978687, -3.74812 37.434853, -3.303692 37.365791, -3.406965 36.907398)))"
65,1353963,S1A_IW_SLC__1SDV_20200528T182611_20200528T182638_032769_03CBB8_35D0,0.0,"MULTIPOLYGON (((-7.784380000000001 34.065964, -8.167191000000001 35.689533, -5.388909 36.089573, -5.063042 34.467819, -7.784380000000001 34.065964)), ((-3.422091 36.910152, -3.876912 36.980774, -3.7656 37.437969, -3.321805 37.369434, -3.422091 36.910152)))"
66,1356448,S1B_IW_SLC__1SDV_20200601T060230_20200601T060257_021836_029727_3AFB,0.0,"MULTIPOLYGON (((0.842417 33.782272, -1.921037 34.191696, -1.596436 35.813946, 1.224278 35.406437, 0.842417 33.782272)), ((-5.69277 35.884373, -5.801866 36.342884, -5.356267 36.412632, -5.24948 35.954105, -5.69277 35.884373)))"
67,1356448,S1B_IW_SLC__1SDV_20200601T060206_20200601T060233_021836_029727_27DB,0.0,"MULTIPOLYGON (((1.202474 35.275017, -1.617352 35.683407, -1.289537 37.305931, 1.591987 36.899204, 1.202474 35.275017)), ((-5.69277 35.884373, -5.801866 36.342884, -5.356267 36.412632, -5.24948 35.954105, -5.69277 35.884373)))"
68,1387970,S1B_IW_SLC__1SDV_20200719T060233_20200719T060300_022536_02AC5E_E743,0.0,"MULTIPOLYGON (((0.842432 33.782143, -1.921096 34.191536, -1.596434 35.814278, 1.224372 35.406799, 0.842432 33.782143)), ((-5.67606 35.88562, -5.787678 36.344852, -5.338698 36.414993, -5.23273 35.955193, -5.67606 35.88562)))"
69,1387970,S1B_IW_SLC__1SDV_20200719T060208_20200719T060235_022536_02AC5E_98D3,0.0,"MULTIPOLYGON (((1.202454 35.274887, -1.617446 35.68324699999999, -1.289721 37.305523, 1.591866 36.898827, 1.202454 35.274887)), ((-5.67606 35.88562, -5.787678 36.344852, -5.338698 36.414993, -5.23273 35.955193, -5.67606 35.88562)))"
